data,projeto,financiado_por,descricao,item_cod,categoria,valor
23/05/2026,MORADA BELA II,CAMURIM,AM COMÉRCIAL - MATERIAL ELÉTRICO,2.8,MATERIAL ELÉTRICA,2299.6400000000003
23/05/2026,MORADA BELA II,CAMURIM,AM COMÉRCIAL - MATERIAL HIDRO,2.9,MATERIAL HIDRÁULICO,574.9099999999999
26/05/2026,MORADA BELA,CAMURIM,REGISTRO DA AFETAÇÃO,3.13,AFETAÇÃO,492.32
01/06/2026,MORADA BELA II,CAMURIM,ALMEIDA DISTRIBUIDORA - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,3845.06
02/06/2026,MORADA BELA II,CAMURIM,IOF CHEQUE ESPECIAL,4.1,DESPESA EXTRA,3.74
02/06/2026,MORADA BELA II,CAMURIM,JUROS CHEQUE ESPECIAL,4.1,DESPESA EXTRA,4.52
03/06/2026,MORADA BELA,CAMURIM,TAXA AVERBAÇÃO DAS UNIDADES,3.10,CONVENÇÃO CONDOMÍNIO/REGISTRO,2098.24
03/06/2026,MORADA BELA,CAMURIM,TAXA CONVENÇÃO DE CONDOMÍNIO,3.10,CONVENÇÃO CONDOMÍNIO/REGISTRO,622.26
05/06/2026,MORADA BELA II,CAMURIM,AGR - CONTABILIDADE ,4.2,DESPESAS EMPRESA,1000
05/06/2026,MORADA BELA II,CAMURIM,ÁGUA - CARRO PIPA,4.2,DESPESAS EMPRESA,2215
05/06/2026,MORADA BELA II,CAMURIM,PORTAS DE MADEIRA - INSTALAÇÃO,2.19,ESQUADRIAS DE MADEIRA,840
05/06/2026,MORADA BELA,CAMURIM,(MORADA BELA ) - DESPESAS PÓS OBRA GESSO,4.2,DESPESAS EMPRESA,200
05/06/2026,MORADA BELA II,CAMURIM,IDEAL MARMORE - BALCÕES E BANCADAS DE GRANITO,2.15,BALCÕES E GRANITOS,6500
05/06/2026,MORADA BELA II,CAMURIM,PORTAS E JANELAS DE VIDRO,2.14,ESQUADRIAS DE VIDRO,7200
11/06/2026,MORADA BELA II,CAMURIM,FOLHA PINTURA - ADAILTON,1.4,FOLHA PINTURA,2750
11/06/2026,MORADA BELA,CAMURIM,(MORADA BELA) - DESPESAS PÓS OBRA PINTURA,4.1,DESPESA EXTRA,450
11/06/2026,MORADA BELA II,CAMURIM,MATERIAL - PINCEL E VERNIZ,2.10,MATERIAL PINTURA,120
18/06/2026,MORADA BELA,CAMURIM,CERTIDÃO DA AFETAÇÃO,3.13,AFETAÇÃO,69.63
22/06/2026,MORADA BELA II,CAMURIM,AM COMÉRCIAL - MATERIAL ELÉTRICO,2.8,MATERIAL ELÉTRICA,2299.6400000000003
22/06/2026,MORADA BELA II,CAMURIM,AM COMÉRCIAL - MATERIAL HIDRO,2.9,MATERIAL HIDRÁULICO,574.9
29/06/2026,MORADA BELA II,CAMURIM,TAXA DE REGISTRO E AVERBAÇÃO - LOTE 17 QAH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,1965.89
29/06/2026,LOTE 16 QAH,CAMURIM,TAXA DE REGISTRO E AVERBAÇÃO - LOTE 16 QAH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,1965.89
29/06/2026,LOTE 27AX,CAMURIM,TAXA DE REGISTRO E AVERBAÇÃO - LOTE 27 QAX,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,1965.895
29/06/2026,LOTE 32AX,CAMURIM,TAXA DE REGISTRO E AVERBAÇÃO - LOTE 32 QAX,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,1965.895
30/06/2026,MORADA BELA II,CAMURIM,ALUGUEIS - BETONEIRA E ANDAIMES (PRATICO),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",1110
30/06/2026,MORADA BELA,CAMURIM,TAXAS DE DESPESAS CARTORIAIS - HABITE-SE,3.9,HABITESE (TAXA/ISS/AVERBAÇÃO),250.08
01/07/2026,MORADA BELA II,CAMURIM,ALMEIDA DISTRIBUIDORA - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,3845.06
02/07/2026,MORADA BELA II,CAMURIM,IOF CHEQUE ESPECIAL,4.1,DESPESA EXTRA,9.85
02/07/2026,MORADA BELA II,CAMURIM,JUROS CHEQUE ESPECIAL,4.1,DESPESA EXTRA,74.69
02/07/2026,MORADA BELA,CAMURIM,(MORADA BELA) - CERTIDÕES DE INTEIRO TEOR,3.11,INTEIRO TEOR,615.4
02/07/2026,MORADA BELA,CAMURIM,(MORADA BELA - TAXA DE ENGENHARIA CAIXA CASA 01,5.1.1,CASA01 - ENGENHARIA,750
02/07/2026,MORADA BELA,CAMURIM,(MORADA BELA - TAXA DE ENGENHARIA CAIXA CASA 02,5.2.1,CASA02 - ENGENHARIA,750
02/07/2026,MORADA BELA,CAMURIM,(MORADA BELA - TAXA DE ENGENHARIA CAIXA CASA 101,5.3.1,CASA101 - ENGENHARIA,750
02/07/2026,MORADA BELA,CAMURIM,(MORADA BELA - TAXA DE ENGENHARIA CAIXA CASA 102,5.4.1,CASA102 - ENGENHARIA,750
06/07/2026,MORADA BELA II,CAMURIM,AGR - CONTABILIDADE ,4.2,DESPESAS EMPRESA,1350
03/07/2026,MORADA BELA II,ARCA,PAMESA CERAMICA - 3ª PARCELA,2.6,CERÂMICA/ARGAMASSA/REJUNTE,4443.45
14/07/2026,MORADA BELA II,ARCA,ALUGUEIS - CONTAINER,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",450
13/08/2026,MORADA BELA II,ARCA,ALUGUEIS - CONTAINER,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",450
05/09/2026,MORADA BELA,CAMURIM,INSS/CNO - custo da JV (Camurim+Arca, 50/50) - SIMULACAO OBRA CONJ. HABITACIONAL POPULAR (CNO 90.026.85484/73),3.16,IMPOSTOS - INSS/CNO OBRA,14505.51
05/09/2026,MORADA BELA II,CAMURIM,INSS/CNO - custo da JV (Camurim+Arca, 50/50) - SIMULACAO OBRA CONJ. HABITACIONAL POPULAR (CNO 90.030.38852/74),3.16,IMPOSTOS - INSS/CNO OBRA,18438.80
25/02/2026,MORADA BELA II,CAMURIM,COMPRA DO LOTE 17AH (integralizacao JV - data aproximada nao confirmada),3.1,COMPRA DO LOTE,70000
08/10/2025,LOTE 16 QAH,CAMURIM,COMPRA DO LOTE (land bank reatribuido ao projeto),3.1,COMPRA DO LOTE,52250
08/10/2025,LOTE 27AX,CAMURIM,COMPRA DO LOTE (land bank reatribuido ao projeto),3.1,COMPRA DO LOTE,52389.28
08/10/2025,LOTE 32AX,CAMURIM,COMPRA DO LOTE (land bank reatribuido ao projeto),3.1,COMPRA DO LOTE,52389.28
